来源表,字段代码,字段名称,展示名称,层级,单位代码,单位说明,公式
现金流量表,CFrOthFinanA,收到其他与筹资活动有关的现金,收到其他与筹资活动有关的现金,2,0,金额类,
现金流量表,specFCIF,筹资活动现金流入的特殊项目,筹资活动现金流入的特殊项目,2,0,金额类,
现金流量表,AFCIF,筹资活动现金流入的差错金额,筹资活动现金流入的差错金额,2,0,金额类,
现金流量表,CInfFrFinanA,筹资活动现金流入小计,筹资活动现金流入小计,2,0,金额类,
现金流量表,CPaidForDebts,偿还债务支付的现金,偿还债务支付的现金,2,0,金额类,
现金流量表,CPaidDivProfInt,分配股利、利润或偿付利息支付的现金,分配股利、利润或偿付利息支付的现金,2,0,金额类,
现金流量表,divProfSubsMinoS,其中:子公司支付给少数股东的股利、利润,  其中:子公司支付给少数股东的股利、利润,2,0,金额类,
现金流量表,CPaidOthFinanA,支付其他与筹资活动有关的现金,支付其他与筹资活动有关的现金,2,0,金额类,
现金流量表,specFCOF,筹资活动现金流出的特殊项目,筹资活动现金流出的特殊项目,2,0,金额类,
现金流量表,AFCOF,筹资活动现金流出的差错金额,筹资活动现金流出的差错金额,2,0,金额类,
现金流量表,COutfFrFinanA,筹资活动现金流出小计,筹资活动现金流出小计,2,0,金额类,
现金流量表,ANFCF,筹资活动现金流量净额的差错金额,筹资活动现金流量净额的差错金额,2,0,金额类,
现金流量表,NCFFrFinanA,筹资活动产生的现金流量净额,筹资活动产生的现金流量净额,2,0,金额类,
现金流量表,FOREX_EFFECTS,汇率变动对现金及现金等价物的影响,汇率变动对现金及现金等价物的影响,1,3,分组/标题,
现金流量表,forexEffects,汇率变动对现金及现金等价物的影响,汇率变动对现金及现金等价物的影响,2,0,金额类,
现金流量表,othEffectCE,影响现金及现金等价物的特殊项目,影响现金及现金等价物的特殊项目,2,0,金额类,
现金流量表,ACE,现金及现金等价物的差错金额,现金及现金等价物的差错金额,2,0,金额类,
现金流量表,CASH,现金及现金等价物,现金及现金等价物,1,3,分组/标题,
现金流量表,NChangeInCash,现金及现金等价物净增加额,现金及现金等价物净增加额,2,0,金额类,
现金流量表,NCEBegBal,加:期初现金及现金等价物余额,加:期初现金及现金等价物余额,2,0,金额类,
现金流量表,othEffectCEI,影响期末现金及现金等价物余额的特殊项目,影响期末现金及现金等价物余额的特殊项目,2,0,金额类,
现金流量表,ACEI,期末现金及现金等价物余额的差错金额,期末现金及现金等价物余额的差错金额,2,0,金额类,
现金流量表,NCEEndBal,期末现金及现金等价物余额,期末现金及现金等价物余额,2,0,金额类,
关键指标,FDMT_INDIC_PS,每股指标,每股指标,1,3,分组/标题,
关键指标,basicEps,每股收益-基本,每股收益-基本,2,2,每股类,
关键指标,dilutedEps,每股收益-稀释,每股收益-稀释,2,2,每股类,
关键指标,basicEpsCut,每股收益-扣除/基本,每股收益-扣除/基本,2,2,每股类,
关键指标,dilutedEpsCut,每股收益-扣除/稀释,每股收益-扣除/稀释,2,2,每股类,
关键指标,eps,每股收益-期末股本摊薄,每股收益-期末股本摊薄,2,2,每股类,
关键指标,epsCut,每股收益-扣除/期末股本摊薄,每股收益-扣除/期末股本摊薄,2,2,每股类,
关键指标,nAssetPs,每股净资产,每股净资产,2,2,每股类,
关键指标,tRevPs,每股营业总收入,每股营业总收入,2,2,每股类,
关键指标,revPs,每股营业收入,每股营业收入,2,2,每股类,
关键指标,opPs,每股营业利润,每股营业利润,2,2,每股类,
关键指标,ebitPs,每股息税前利润,每股息税前利润,2,2,每股类,
关键指标,ebitdaPs,每股EBITDA,每股EBITDA,2,2,每股类,
关键指标,rePs,每股未分配利润,每股未分配利润,2,2,每股类,
关键指标,tRePs,每股留存收益,每股留存收益,2,2,每股类,
关键指标,nCFOperAPs,每股经营活动产生的现金流量净额,每股经营活动产生的现金流量净额,2,2,每股类,
关键指标,nCInCashPs,每股现金流量净额,每股现金流量净额,2,2,每股类,
关键指标,fcffPs,每股企业自由现金流量,每股企业自由现金流量,2,2,每股类,
关键指标,fcfePs,每股股东自由现金流量,每股股东自由现金流量,2,2,每股类,
关键指标,cReserPs,每股资本公积,每股资本公积,2,2,每股类,
关键指标,sReserPs,每股盈余公积,每股盈余公积,2,2,每股类,
关键指标,reserPs,每股公积金,每股公积金,2,2,每股类,
主营构成,mainOperIncome,营业总收入,营业总收入,0,,,
主营构成,mainOperCost,营业成本,营业成本,0,,,
主营构成,grossProfitRate,毛利率,毛利率,0,,,
主营构成,grossProfit,毛利,毛利,0,,,
