报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20250930,,10328949334,,,,,,15202998831,,15202998831,,171704294,154105930.3,,,,,,,,,,322226903.8,830768173.2,,,,,256283612.1,27112931148,,,1159149886,,,,,76123371668,100918764.1,,4452402345,1990433289,,,,,,11410298964,,,,,4.17532E+11,,,,,691951132.2,25063078850,236616614.3,1139980554,49616646.05,,605072819,1100885443,5.41656E+11,5.68769E+11,,14332058476,,,,,,1481896626,,1481896626,,358662958.5,,,363203033.9,5094007685,,55468916.95,,,,24566508993,,,,,,,,,,,,,,68550687099,11277368434,1.26024E+11,,1.75241E+11,30068644589,,,516969926.8,,,,,79742447.54,28281153.76,3817888748,,2.09753E+11,3.35777E+11,,24468217716,,,,63983053684,,3630662993,289068686.1,24968300566,,,1.03767E+11,,,221105824660.31003,11885963196,2.32992E+11,5.68769E+11,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:06:38
20250630,,9424737205,,,,,,11714194795,1160000,11713034795,,155763880.2,1417137096,,,,,,,,,212748978.9,1629886075,732829397.8,,,,,234323243.6,23891734597,,,1160330900,,,,,74296567144,102330338.5,,4707461786,1839119045,,621922028031.5499,2.00161E+11,4.21761E+11,,10891761131,10890653985,1107145.69,4.21761E+11,16937978,4.21778E+11,,,,,716726810.6,25275395535,231441532.1,1148171869,29014599.76,,594761587.6,1038761821,5.43809E+11,5.67701E+11,,17088126299,,,,,,1357142745,,1357142745,,352897844.2,,,409633405.7,3430061560,,19259070277,,,25387680550,44646750827,,,,,,,,,,,,,,80718279747,236871936.3,1.4824E+11,,166432236132.16998,30117405499,,,501295757.5,,,,,93514963.05,22274161.61,3823632484,,2.0099E+11,3.4923E+11,,24468217716,,,,63983053684,,3956752613,211323816.8,24968300566,,,88932728263,,,2.0652E+11,11950622111,2.18471E+11,5.67701E+11,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:22:05
20250331,,6154257068,,,,,,9590940566,1160000,9589780566,,127065713.8,6499350,,,,,,,,,,176384125.7,654623143.3,,,,,408522998.6,17111793615,,,1058057449,,,,,74572510934,115812280.5,,4140473465,1796522953,,,,,,9973831503,,,,,4.26104E+11,,,,,731955410.5,25365704648,217546214.2,1150866176,34465686.32,,649202459.4,1047844042,5.46959E+11,5.64071E+11,,73413764815,,,,,,1448210626,,1448210626,,246516842.9,,,409281812,2684645482,,1332495902,,,,27320141183,,,,,,,,,,,,,,94611971753,1434619541,2.01569E+11,,1.06894E+11,23755159722,,,516079102,,,,,98392128.66,20707247.76,3610515928,,1.34895E+11,3.36464E+11,,24468217716,,,,63717681345,,3508023082,160355632.4,24968300566,,,98992364973,,,2.15815E+11,11792211513,2.27607E+11,5.64071E+11,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T20:42:08
20241231,,6569054425,,,,,,9326624055,,9326624055,,87429651.53,155409691.3,,,,,,,,,167583068,323000402.3,641979948.6,,,,,255680295.5,17203768779,,,1016091728,,,,,73319357744,106387511,,3914542907,1897358777,,621051577888.6901,1.90642E+11,4.30409E+11,,9359696071,9061598264,1107145.69,4.30409E+11,15656716.4,4.30426E+11,,,,,754491789.9,25458642149,219232717.7,1152786257,39916772.8,,654531498.6,870783131.2,5.49189E+11,5.66393E+11,,69692431511,,,,,,1619502415,,1619502415,,265512523.6,,,406772248.1,2857598787,,6459050826,,,28996569159,35558748767,,,,,,,,,,,,,,46859683404,2410005394,1.5967E+11,,1.58751E+11,21740804827,,,582895188.7,,,,,136004704.8,20182962.73,3491968221,,1.84723E+11,344393145456.47003,,24468217716,,,,63717681345,,3240228917,82402978.14,24968300566,,,93811579375,,,2.10288E+11,11711682818,2.22E+11,5.66393E+11,定期报告,是,20251031,CNY,合并期末,2025-04-29T20:28:05
20240930,,6558947133,,,,,,12513550290,,12513550290,,136902674.8,208636663.8,,,,,,,,,,434553227.1,686771356.2,,,,,608363129.3,20945622669,,,1051866241,,,,,74575444872,98748199.62,,3461226804,1847666450,,,,,,5508971926,,,,,4.33794E+11,,,,6534859.44,732087071.8,23649043706,180976270.5,1131835694,26299387.18,,542499345.9,1804241392,5.48404E+11,5.6935E+11,,71012341276,,,,,,1523271560,,1523271560,,150630163.5,,,315428321.8,4284316087,,1313476040,,,,34078315310,,,,,,,,,,,,,,53217608312,5853493405,1.70435E+11,,1.57191E+11,16268481140,,,553509953.1,,,,,125451344.7,15892623.8,2942558357,,177096955174.75003,3.47532E+11,,24468217716,,,,63785107021,,2733283830,208428977.3,24967736455,,,94279534378,,,2.10442E+11,11375378674,2.21818E+11,5.6935E+11,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T17:30:07
20240630,,9628261254,,,,,,11913906361,,11913906361,,157290848.4,1752914511,,,,,,,,,208117194.4,1961031705,614796351.6,,,,,575049501,24856870880,,,1049983833,,,,,72980650588,101560137.1,,3437628380,1764711355,,617910861449.2999,1.80873E+11,4.37037E+11,,5185309482,5181117847,4191634.25,4.37037E+11,15779574.03,4.37053E+11,,,,6534859.44,681210340.9,23885797013,168087025.7,1143247789,25178359.3,,552206204,1616455695,5.49645E+11,5.74502E+11,,59629775977,,,,,,1354505716,,1354505716,,148156506.8,,,354210319.5,2953568040,,21377054394,,,33759074523,55136128917,,,,,,,,,,,,,,55769116800,1295738321,1.76641E+11,,1.69703E+11,19608454943,,,515934387.9,,,,,127916527.6,12724661.39,2914502875,,1.92882E+11,3.69523E+11,,24468217716,,,,63784504623,,2829641857,133179088.1,24967736455,,,77617851534,,,1.93801E+11,11177512211,2.04979E+11,5.74502E+11,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T18:35:11
20240331,,8062140601,,,,,,7894548352,,7894548352,,101965693.3,120305200,,,,,,,,,,314518066.2,577315618.3,,,,,318819026.6,17275842216,,,1040970165,,,,,72795711799,91535979.29,,3344318260,1665907592,,,,,,5350242766,,,,,440306633623.3501,,,,6534859.44,707567847.9,23787263063,165401595.8,1139159875,40748464.53,,490964980.9,465418663.6,5.51392E+11,5.68668E+11,,56462542602,,,,,,1228376824,,1228376824,,46981987.47,,,394087769.8,2181160302,,1321649614,,,,35306507934,,,,,,,,,,,,,,61453641212,1267871371,1.58341E+11,,1.67994E+11,22342707250,,,580238848.7,,,,,57080744.75,12421447.9,2628422868,,1.93615E+11,3.51956E+11,,24468217716,,,,63491084072,,2204791713,75268795.34,24967736455,,,90360113661,,,2.05567E+11,11144542130,2.16712E+11,5.68668E+11,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:50:11
20231231,,7823650160,,,,,21113693.72,8514603738,,8514603738,,77585806.42,120305200,,,,,,,,,181210961.8,301516161.8,586548003.5,,,,,408862262,17745228419,,,1052752691,,,,,71684283644,103479850.8,,3270244970,1663300965,,6.16335E+11,1.7084E+11,4.45495E+11,,5000934416,4993030334,7904082.23,4.45495E+11,18718606.04,4.45513E+11,,,,11348594.37,741097320.2,23781566727,164029769.4,1136419114,38711665.32,,540880668.7,502708347.4,5.55194E+11,5.72939E+11,,53985432820,,,,,,1515966664,40772218.98,1475194445,,14932731.05,,,368059210.4,2513791385,,1313100293,,,34791326174,36104426467,,,,,,,,,,,,,,48070386122,1720110926,1.44293E+11,,187007685859.59003,25835607000,,,592017629.3,,,,,56720903.03,11623647.69,2601502362,,2.16105E+11,3.60398E+11,,24468217716,,,,63608165605,,2002638311,1138609.33,24968300566,,,86404877655,,,2.01453E+11,11087267355,2.12541E+11,5.72939E+11,定期报告,是,20250430,CNY,合并期末,2024-04-29T20:50:11
20230930,,7762267043,,,,,,23704458518,530000000,23174458518,,53624708.26,185147150.6,,,,,,,,,,388431058.6,642143885.1,,,,,550604854.6,33101530068,,,1003380552,,,,,70428031042,104478860.2,,3129084352,2780459323,,,,,,5138059460,,,,,4.37481E+11,,,,,612002984.3,22839216800,100444174.5,1113375955,40870925.73,,389040307.6,611445867.4,5.45771E+11,5.78872E+11,,57365551907,,,,,,1248580484,,1248580484,,36585559.23,,,319322414.2,3956095988,,39812906.25,,,,26642142216,,,,,,,,,,,,,,58183276813,7855684255,1.55607E+11,,1.84157E+11,27838529109,,,632072456.4,,,,,50975764.28,15797168.94,2368806069,,2.15063E+11,3.7067E+11,,24468217716,,,,61981229944,,2280987412,193968234.9,24967736455,,,83307861368,,,1.972E+11,11002097128,208202098258.59003,5.78872E+11,定期报告,未审计,20231031,CNY,合并期末,2023-10-30T20:05:06
20230630,,13144176160,,,,,,12884573980,200000,12884373980,,49425242.14,1221208860,,,,,,,,,358261890,1579470750,608130446,,,,,626921472.4,28892698050,,,1040325554,,,,,69047210737,102880852.4,,3533600257,2621270392,,6.03256E+11,1.60998E+11,442257348736.06006,,3967833262,3957868046,9965216.12,442257348736.06006,28425697.38,4.42286E+11,,,,,635104074.4,23000810376,98081191.01,1121551785,48476143.07,,374598421.6,319258712.3,5.48197E+11,577089474242.8099,,71810607756,,,,,,1270815622,623903.37,1270191718,,33677875.03,,,321482177.9,2225178278,,20129375585,,,27115808826,47245184410,,,,,,,,,,,,,,31150485083,6941504523,1.60999E+11,,1.84921E+11,31857616052,,,629069528.8,,,,,52237071.76,14322924.08,2524459354,,2.19998E+11,3.80997E+11,,24468217716,,,,61980494121,,2829620986,111634010,24967736455,,,70666083283,,,1.85024E+11,11068344991,1.96092E+11,577089474242.8099,定期报告,未审计,20230831,CNY,合并期末,2023-08-30T19:20:06
20230331,,10681709584,,,,,,19604048216,278144.44,19603770072,,125732514.6,,,,,,,,,,,327160987.6,587684228.5,,,,,552826275.5,31879161807,,,975439027.2,,,,,67950510377,96657190.57,,3362285046,1661154494,,,,,,3987617251,,,,,4.45665E+11,,,,,634208665.4,21908758521,90768249.91,1066690111,55533966.62,,420783494.3,245690763.3,5.48121E+11,5.8E+11,,71840853922,,,,,,1014264390,1482159.19,1012782231,,30120887.31,,,328955799.2,2235170858,,,,,,31542974064,,,,,,,,,,,,,,32258864464,13749239309,1.53E+11,,1.93407E+11,35439787341,,,622479422.2,,,,,50595740.61,12974355.53,2309396828,,2.31842E+11,3.84842E+11,,23663781655,,,,49069274457,,1516422409,73029365.68,24967736455,,,85487999563,,,1.84778E+11,10379614197,1.95158E+11,5.8E+11,定期报告,未审计,20230428,CNY,合并期末,2023-04-27T20:09:06
20221231,,10638044865,,,,,,15227946749,278144.44,15227668605,,76589245.11,120305200,,,,,,,,,209267799.4,329572999.4,567385580.8,,,,,249852773.4,27089392213,,,1034000504,,,,,67166066219,101238293.8,,3312302551,1611389626,,6.02023E+11,1.51563E+11,4.5046E+11,,3033854756,3027449919,6404836.54,4.5046E+11,19669923.05,4.5048E+11,,,,,655490732.1,22219407021,88053467.73,1081106204,63085397.48,,273574114.9,244581674.8,5.51364E+11,578453569418.2799,,26752360688,,,,,,1005437289,55482159.19,949955129.9,,8760834.09,,,332030853.1,2027998433,,33217087.18,,,31718326299,31751543387,,,,,,,,,,,,,,26642382137,3230604703,91751118324,,1.90247E+11,37620231631,,,620996116.2,,,,,50640048.92,8178437.54,2138289001,,2.30685E+11,3.22436E+11,,22741859230,,,,96299421111,,1786297242,1815518.95,24967736455,,,81875582796,,,2.27673E+11,28344696784,2.56017E+11,578453569418.2799,定期报告,是,20240430,CNY,合并期末,2023-04-27T20:09:06
20220930,,6599488770,,,,,,5693409589,450000,5692959589,,208102270.6,121350539.1,,,,,,,,,,1142336552,525732018.8,,,,,1749603427,15918672627,,,952117501,,,,,65463174558,97320397.68,,3101484647,1596986827,,,,,,3353754302,,,,,2.12409E+11,,,,,627676837.8,22038159297,,1080788922,56907502.5,,262955850.7,62524579.58,3.11103E+11,3.27021E+11,,24235456900,,,,,,728044408,,728044408,,24782914.73,,,272644084.3,2650966167,939952197.2,35006058.76,,,,12745391162,,,,,,,,,,,,,,6880104337,3000236036,50537626008,,38552494722,39552500241,,,655975784.7,,,2532945437,,45906906.46,7969420.66,2027474123,,83375266634,1.33913E+11,,22741859230,,,,56943415699,,1617445043,,24319522434,,,77177753977,,,1.828E+11,10308308347,1.93108E+11,3.27021E+11,定期报告,未审计,20221031,CNY,合并期末,2022-10-30T15:55:12
20220630,,10330480361,,,,,,7187488588,662250,7186826338,,140086076.2,1193318948,,,,,,,,,680676925.5,1873995874,490670373.9,,,,,3113282510,23136003783,,,995849448.7,,,,,64578893986,95321834.4,,3392932983,1760510547,,3.51289E+11,1.3665E+11,2.14639E+11,,3334188052,3333341918,846134.08,2.14639E+11,75877159.94,2.14715E+11,,,,,607953295.5,21212921910,,1039228455,44801939.87,,273134827.2,74224933.38,3.12125E+11,335260890148.81995,,12762813800,,,,,,697529162.5,,697529162.5,,21738943.42,,,258124892.7,2963228619,1097976184,18575038664,,,11479675921,31152690769,,,,,,,,,,,,,,18617059991,171540.15,66473357718,,33643117095,38546325586,,,651679097.7,,9132945437,9132945437,,19263480.74,5437901.38,2080814265,,84079582862,1.50553E+11,,22741859230,,,,56940549157,,1263662115,,24319522434,,,69523665828,,,1.74789E+11,9918690804,1.84708E+11,335260890148.81995,定期报告,未审计,20220831,CNY,合并期末,2022-08-30T17:15:03
20220331,,7844971082,,,,,,4241121290,539387.21,4240581903,,120897008.1,55028400,,,,,,,,,,496203687.8,487298849.7,,,,,449959388.9,13640451306,,,979697290.9,,,,,64013448421,116197184.6,,3620815076,1399592613,,,,,,3304659996,,,,,2.16524E+11,,,,,623108047,20108733667,,984165482,43408554.25,,268740509.4,39821298.93,3.12027E+11,3.25667E+11,,11527195000,,,,,,858935941.1,8235087.48,850700853.6,,14105312.6,,,285514237.6,2460582170,986104682.2,29904564.69,,,,13090539890,,,,,,,,,,,,,,18702945166,185930.03,46940003647,,33396244577,36965252326,,,648975309.2,,,11832945437,,18958851.82,5724313.18,2080331835,,84948432649,1.31888E+11,,22741859230,,,,56908985589,,548094884.9,,24319522434,,,79908536262,,,1.84427E+11,9351797941,1.93779E+11,3.25667E+11,定期报告,未审计,20220430,CNY,合并期末,2022-04-29T20:30:04
20211231,,9929980062,,,,,,3768783445,524640.21,3768258804,,93606544.48,55028400,,,,,,,,,573690906.5,628719306.5,470031320.3,,,,,3032334387,17923455065,,,1014594368,,,,,60716844609,113822846.8,,3457356904,1622160091,,3.497E+11,1.31001E+11,2.18699E+11,,2891576924,2890730790,846134.08,2.18699E+11,13923499.07,2.18713E+11,,,,,637016483.1,20181419977,,987246902.6,47615228.81,,241972703.1,15586434.83,3.1064E+11,3.28563E+11,,12315812640,,,,,,693932175.4,11199405.85,682732769.5,,13389470.26,,,254195056.1,4716410704,1022278879,27118308.84,,,12420890335,13470287523,,,,,,,,,,,,,,17440128683,4502059923,53406216174,,36439373166,33978897511,,,639176461.5,,11855875004,11855875004,,18434099.44,5903248.03,1931183086,,84868842576,1.38275E+11,,22741859230,,,,56915340257,,318915804.4,,24319522434,,,76768181761,,,1.81064E+11,9224403402,1.90288E+11,3.28563E+11,定期报告,是,20230428,CNY,合并期末,2022-04-29T20:30:04
20210930,,8834626964,,,,,,9242782342,300300000,8942482342,,56708533.38,62819594.79,,,,,,,,,,916658209.8,385481709.5,,,,,493915037.1,19930172795,,,1041662593,,,,,61559975151,112064787.8,,3618307755,1548127634,,,,,,2594331205,,,,,2.22411E+11,,,,,668048253.3,20452089411,,1002607552,827691.93,,367628900.4,15586434.83,3.15392E+11,3.35322E+11,,12131038700,,,,648894763.7,,584482349.4,5690805.55,578791543.9,32344286.53,1718353.5,,,219592331.3,4270831779,897315750.5,38417401.18,,,,16124592120,,,,,,,,,,,,,,20938874097,10501478177,65453846958,,33586744600,34077675224,,,745378741.7,,,21075659344,,18830318.2,6334924.37,1923537506,,91434160658,1.56888E+11,,22741859230,,,,56904991032,,311938748.2,,24319522434,,,71463023429,,,1.75741E+11,2692811302,1.78434E+11,3.35322E+11,定期报告,未审计,20211030,CNY,合并期末,2021-10-29T17:20:05
20210630,,7774161132,,,,,,4507545083,954931.25,4506590152,,54620349.16,1497292655,,,,,,,,,522189164.6,2019481820,325546221.9,,,,,766266729.3,15447621335,,,1064876196,,,,,59276969770,110880182,,3713816852,1709259533,,352859581289.66003,1.27306E+11,2.25554E+11,,2599322954,2583793227,15529727.18,2.25554E+11,20977426.8,2.25574E+11,,,,,682419656.5,20411344259,,1000315842,1047290.23,,476032461.2,15586434.83,3.16636E+11,332083972866.49994,,16548499931,,,,676385432,,640173257.8,2726487.18,637446770.6,19342288.77,850425.66,,,224927225.9,2159486864,1380514200,15959958994,,,14926776535,32267249729,,,,,,,,,,,,,,25101378119,6999394543,84637687816,,16645062779,39200851573,,,737773647.4,,21060475763,21060475763,,20545973.36,6539265.99,2111661003,,79782910005,1.64421E+11,,22741859230,,,,56904991032,,469345570.7,,24319522434,,,60477775595,,,1.64913E+11,2749881183,167663375045.28998,332083972866.49994,定期报告,未审计,20210831,CNY,合并期末,2021-08-30T18:40:03
20210331,,5623325173,,,,,,3375496676,2954931.25,3372541744,,61846596.89,45473100,,,,,,,,,,154904018.2,296708414.3,,,,,875991448,10388272326,,,1046161726,,,,,52446626400,119993967.3,,4018919314,5646841480,,,,,,2556701209,,,,,2.28417E+11,,,,,686323131.1,20546292279,,1007051611,1126606.79,,383872486.9,15586434.83,3.16893E+11,327280823000.86005,,22811694281,,,,794237079.5,,753013209.3,20206076.9,732807132.4,25480508.4,189930.97,,,241620488.8,2039609025,1156196508,36748174.13,,,,15964598043,,,,,,,,,,,,,,25014325392,11999914482,79644682439,,11534702453,34309044011,,,708200373.6,,,21153831402,,15800529.93,6989698.82,2308887016,,70037455485,1.49682E+11,,22741859230,,,,56928124175,,435981658.2,,24319522434,,,70684418915,,,175109906412.40997,2488778664,1.77599E+11,327280823000.86005,定期报告,未审计,20210430,CNY,合并期末,2021-04-29T18:30:04
20201231,,9231213792,,,,,,3667721603,17673000,3650048603,,48859512.5,45473100,,,,,,,,,451827015.4,497300115.4,282060444.8,,,,,948456661.6,14675612129,,,1139169084,,,,,50424131311,125275104.2,,3609195164,4713666463,,3.52913E+11,1.21812E+11,2.31101E+11,,2993468500,2978656023,14812476.85,2.31101E+11,18710649.03,2.3112E+11,,,,,,20614325420,,1010349815,1205923.35,,385247857.1,15586434.83,3.16151E+11,3.30827E+11,,24057628343,,,,640897029.2,,894329445.8,26658209.68,867671236.2,33980139.67,48910.52,,,219231174.3,4235444499,1091987201,36473316.08,,,15831729269,16960189787,,,,,,,,,,,,,,23924325035,7500533261,78466607624,,14447141791,37527057075,,,,,20080756021,20080756021,,16245669.92,7276220.13,1960405683,,74038882460,152505490083.28998,,22741859230,,,,56928124175,,313556807.7,,24319522434,,,67815084345,,,1.72118E+11,6203459484,1.78322E+11,3.30827E+11,定期报告,是,20220430,CNY,合并期末,2021-04-29T18:30:04
20200930,,8265574452,,,,,,9461459532,13698240,9447761292,,34394609.08,137576977.9,,,,,,,,,,314401252.8,422205224.1,,,,,12971054733,31469089803,,,1117786520,,,,,48054854595,111163928.4,,3251818711,4847171752,,,,,,7828012311,,,,,2.29235E+11,,,,,,277069915.1,,,1285239.91,,424663219.8,18353511160,3.13503E+11,3.44972E+11,,46706333678,,,,654515544.8,,875665141.5,5837591.85,869827549.6,,53803513.96,,,238188552.4,3870801451,936983189.4,38521819.78,,,,19243894500,,,,,,,,,,,,,,19901909809,14004876186,1.0555E+11,,14540000994,41232433921,,,,,,14451879124,,26411924.57,5702847.24,2028444334,,72284873145,1.77835E+11,,22691000000,,,,56047979667,,663735625.2,,24319522434,,,61767646888,,,1.6549E+11,1646848766,1.67137E+11,3.44972E+11,定期报告,未审计,20201031,CNY,合并期末,2020-10-30T15:55:04
20200630,,7937500349,,,,,,6941631804,4210000,6937421804,,34744336.93,1084786966,,,,,,,,,198294481.1,1283081447,347400739.1,,,,,420152086.1,16964510762,,,1159295721,,,,,45851439011,117911382.5,,4124574706,4288270892,,3.50176E+11,1.17929E+11,2.32247E+11,,7616317788,7587278925,29038862.42,2.32247E+11,20524858.04,232267346707.87003,,,,,,265435988.6,,,1584154.77,,420007899.2,19642305771,3.15754E+11,3.32719E+11,,42792767556,,,,670933190.4,,893621499.2,19298745.71,874322753.5,,75697929.62,,,243767523.8,2103250633,1582185335,15000925426,,,17067846023,33650956785,,,,,,,,,,,,,,6198304106,6495735583,93125034806,,22799130923,50937241027,,,,,20152714346,20152714346,,28931403.28,5840895.74,2181572271,,96105430866,1.8923E+11,,22000000000,,,,44335375207,,1709810837,,24319522434,,,49419299049,,,1.41784E+11,1704527586,1.43489E+11,3.32719E+11,定期报告,未审计,20200831,CNY,合并期末,2020-08-30T14:50:03
20200331,,7523262947,,,,,,3865735905,2640000,3863095905,,16212779.4,50045000,,,,,,,,,,156003651.5,238926678.8,,,,,635342665.8,12435484627,,,1125886211,,,,,42021422592,27279718.37,,4214305302,5830742413,,,,,,6932336673,,,,,2.23462E+11,,,,,,184168222.2,,,2060054.13,,377712652.6,34272485.05,2.84212E+11,296647943837.66003,,17700000000,,,,769761795.9,,101053458,25688562.91,75364895.11,,5462043.05,,,120546900.5,1771462109,1016146773,,,,,18580529947,,,,,,,,,,,,,,5497469788,8000609393,52546895434,,24600000000,45296429391,,,,,,21232945437,,,5747049.12,772342074.9,,91907463952,1.44454E+11,,22000000000,,,,44364313786,,2235614960,,24319522434,,,58764427173,,,151683878353.75003,509706097.8,152193584451.56998,296647943837.66003,定期报告,未审计,20200430,CNY,合并期末,2020-04-30T02:50:02
20191231,,7323452880,,,,,,2946996814,2560000,2944436814,,14453284.98,50045000,,,,,,,,,18026011.56,68071011.56,222400775.5,,,,,459771956.6,11035146722,,,1148277903,,,,,40258231504,27552840.37,,4432380427,5812035942,,3.33979E+11,1.07688E+11,2.26291E+11,,6880639436,6820572133,60067302.75,2.26291E+11,1298110.2,2.26292E+11,,,,,,191462744.5,,,1742787.89,,369173036.5,34272485.05,2.85448E+11,296482881040.88995,,21308000000,,,,768403141.1,,105521155.4,18701549.83,86819605.55,9164940.98,,,,120539909.1,2106242914,897073966.9,,,,20145190386,21042264353,,,,,,,,,,,,,,2499762843,7998650575,55958549831,,24600000000,43794792492,,,,,21232945437,21232945437,,,5833758.06,874792997.7,,90508364685,1.46467E+11,,22000000000,,,,44364313786,,2352431568,,24319522434,,,56473906836,,,1.4951E+11,505791900.9,1.50016E+11,296482881040.88995,定期报告,是,20210430,CNY,合并期末,2020-04-30T02:50:02
20190930,,6428766160,,,,,,5987451133,2534610,5984916523,,19687165.45,335376392.9,,,,,,,,,,381165757.6,279953840.4,,,,,514822500.1,13611846557,,,1121315772,,,,,34530063847,27825940.37,,5167674680,3824655928,,,,,,6867757394,,,,,2.28863E+11,,,,,,174719980.4,,,1644595.54,,363322830.6,18686050.22,280960970183.91003,2.94573E+11,,23488520000,,,,340994433.9,,148126524.2,15299018.64,132827505.6,392634.46,,,,109059762.7,2824384646,747863416.5,,,,,18670925317,,,,,,,,,,,,,,2499594959,13495662256,61577660534,,24600000000,40557250936,,,,,,21232945437,,,5920467,927945958.1,,87324062798,1.48902E+11,,22000000000,,,,44326137746,,2705149190,,24319522434,,,51826270834,,,1.45177E+11,494013204.8,145671093408.43002,2.94573E+11,定期报告,未审计,20191031,CNY,合并期末,2020-03-13T15:29:48
20190630,,7319077672,,,,,,4717444936,2484610,4714960326,,18223287.14,965374027.2,,,,,,,,,34407263.01,999781290.2,249068787.1,,,,,683228182.8,13986824155,,,2993534369,,,,,33554628374,28099064.37,,5652136235,2912557442,,3.33608E+11,1.01754E+11,2.31853E+11,,6789547115,6726449844,63097270.84,2.31853E+11,,2.31853E+11,,,,,,176720209.6,,,1205301.28,,350035234.1,18686050.22,2.84331E+11,2.98317E+11,,26381736608,,,,335518256.3,,102493836.5,12275077.72,90218758.8,2144876.84,,,,108966535.1,2105371908,1436047076,14960000000,,,18490076330,34886123406,,,,,,,,,,,,,,4499697123,9996147416,78418199966,,17600000000,40260819025,,,,,24232945437,24232945437,,,6007175.94,1065026165,,83164797802,1.61583E+11,,22000000000,,,,44326137746,,3036566173,,24319522434,,,42566007360,,,1.36248E+11,486209011.4,1.36734E+11,2.98317E+11,定期报告,未审计,20190831,CNY,合并期末,2020-03-13T15:29:48
20190331,,5127561754,,,,,,3540798911,3769800,3537029111,,12455200.59,29909000,,,,,,,,,,61501854.1,242390401.5,,,,,1392103871,10376811992,,,,,,,,31782181612,28372182.37,,5465525021,3255530976,,,,,,6724276126,,,,,2.34885E+11,,,,,,176427627.6,,,1401259.24,,326556030.6,2877564381,2.85523E+11,295899561315.13995,,21355090288,,,,478598777.7,,175451739.4,,,9709232.26,,,,105112688.4,1474075730,1004805466,,,,,19103244195,,,,,,,,,,,,,,10498692123,10495114690,63695089464,,17600000000,40175199263,,,,,,27632945437,,,6093884.88,1013651658,,86427890243,150122979707.28998,,22000000000,,,,44295503166,,2820524814,,24319522434,,,51859608629,,,1.45295E+11,481422565.2,145776581607.84998,295899561315.13995,定期报告,未审计,20190430,CNY,合并期末,2020-03-13T15:29:48
