报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20100930,,874924599.9,,,1953750,,,7511757683,354357921.4,7157399761,,49680690,367022.5,1111111.11,,,,,,,,26080519.28,27558652.89,315519371.8,,,,,1250000000,10031394747,,,,,,,6686129668,8326477517,77205241.72,,,,,,,,,98768402.09,98768402.09,,1.37194E+11,,1.37194E+11,,,,,,14005358.84,,,47500,,119185870.2,,1.52516E+11,1.62548E+11,,29686186766,,,,,,124097925.6,11653625.26,112444300.3,12649621.56,,,,43402436.68,2155017974,391533708.9,1392700,,,1044203019,1437129428,,,,,,,,,,,,,,29712997313,,63171481465,,12650886190,20357601746,,,,,,,,,,1273131470,,34281619406,97453100871,,16500000000,,,,31997961508,,,,4485818295,,,12101482370,,,65085262173,9272193.23,65094534367,1.62548E+11,定期报告,未审计,20101030,CNY,合并期末,2020-03-13T15:29:48
20100630,,1989907334,,,1831200,,,4177305348,1243700000,2933605348,,77282399.97,203420437.3,,,,,,,,,24987699.75,228408137.1,289602267.8,,,,,250000000,7014336687,,,300000000,,,,6342955902,7413183066,77729828.26,,,,,1.5207E+11,13449153691,1.38621E+11,,73853318.9,73853318.9,,1.38621E+11,,1.38621E+11,,,,,,14116292.97,,,55000,,119177200.3,,1.52962E+11,1.59976E+11,,14522890433,,,,,,88598202.86,10261412.57,78336790.29,19239695.02,,,,44898507.52,1071205760,1006477360,3543284681,,,6969096811,11518858852,,,,,,,,,,,,,,9922554764,,37188246215,,41592878260,20353096418,,,,,,,,,,1187338028,,63133312707,1.00322E+11,,11000000000,,,,37240581183,,,,4485818295,,,6919314913,,,59645714392,9073663.96,59654788056,1.59976E+11,定期报告,未审计,20100831,CNY,合并期末,2020-03-13T15:29:48
20100331,,999232238.7,,,1746800,,,2536285276,383770000,2152515276,,82959969.16,,,,,,,,,,24880144.88,24880144.88,278002702.2,,,,,,3923107131,,,,,,,6507422051,7417497665,78254414.8,,,,,,,,,49082117.54,49082117.54,,1.40055E+11,,1.40055E+11,,,,,,15576537.38,,,62500,,95868308.52,,1.54218E+11,158141601751.40997,,1012089041,,,,,,1032518490,1007283922,25234568.36,31600312.9,,,,42712861.56,663967821.2,748451701.8,1392700,,,12522075462,13271919863,,,,,,,,,,,,,,4724989687,,20779798078,,54063978037,20349579776,,,,,,,,,,1254238223,,75667796036,96447594114,,11000000000,,,,37604863034,,,,4485818295,,,8594120792,,,61684802122,9205515.83,61694007638,158141601751.40997,定期报告,未审计,20100430,CNY,合并期末,2020-03-13T15:29:48
20091231,,2114161995,,,1001976848,,,2414083761,1127980060,1286103701,,33631159.51,,13586.3,,,,,,,,19443246.02,19456832.32,274181751.6,,,,,,5857492348,,,,,,,6887549478,7393659844,66250330.6,,,,,1.52083E+11,10580323930,1.41502E+11,,40775418.36,40775418.36,,1.41502E+11,,1.41502E+11,,,,,,16724887.37,,,70000,,95875155.54,,1.56003E+11,161860785499.55002,,1006541096,,,,,,1072240306,1014907994,57332311.5,52622128.01,,,,44049246.32,785302529.6,474688163.6,1392700,,,12264460614,12740541478,,,,,,,,,,,,,,11524989687,,27226286471,,51071582621,20344558635,,,,,,,,,,1349319395,,72765460651,99991747122,,11000000000,,,,37894382970,,,,4485818295,,,8479561134,,,61859762399,9275978.68,61869038378,161860785499.55002,定期报告,是,20110430,CNY,合并期末,2020-03-13T15:29:48
20090930,,4015665105,,,1740900,,,6681234269,397200000,6284034269,,24129744.86,,2786666.67,,,,,,,,22077050.98,24863717.65,221943641.8,,,,,400000000,11369577378,,,600000000,,,,6287262466,7030138166,67225498.15,,,,,152081710120.11002,9147150030,1.42935E+11,,71505594.27,71505594.27,,1.42935E+11,,1.42935E+11,,,,,,17278091.57,,,77500,,124025611.8,,157132073018.40997,168501650396.15002,,1000869863,,,,,,5579354925,1210049332,4369305593,14963117.03,,,,39523736.54,811982902.8,515824716.6,13921469.45,,,15515956843,16045703029,,,,,,,,,,,,,,10524294645,,34016692219,,52328295403,20338508225,,,,,,,,,,1200580379,,73867384006,1.07884E+11,,11000000000,,,,37363192913,,,,3586494236,,,8658530777,,,60608217926,9356245.18,60617574171,168501650396.15002,募集说明书,是,20100329,CNY,合并期末,2020-03-13T15:29:48
20090630,,2606283959,,,,,,3881717164,1778129255,2103587910,,13010425.4,83700000,,,,,,,,,1978486.45,85678486.45,214891475.7,,,,,400000000,7201581510,,,600000000,,,,6194651700,6984721881,,,,,,48063949163,8547548654,39516400509,,63448368.32,63448368.32,,39516400509,,39516400509,,,,,,15705534.68,,,,,114272699.2,,53489200692,60690782203,,2610003425,,,,,,4291050223,1211093551,3079956672,,,,,40384922.97,327187490.7,174514383.6,2031598646,,,600987441.5,2807100471,,,,,,,,,,,,,,6800000000,,16875726532,,,3958280583,,,,,,,,,,1183204302,,5141484885,22017211417,,9412085457,,,,19114757166,,,,3551104307,,,6595623856,,,38673570785,,38673570785,60690782203,定期报告,未审计,20090831,CNY,合并期末,2020-03-13T15:29:48
20090331,,3558038625,,,,,,2349816437,149500000,2200316437,,33126541.61,,,,,,,,,,2526355.67,2526355.67,210437686.4,,,,,,6153945646,,,,,,,4565047930,6816619000,,,,,,,,,,53145233.46,53145233.46,,39987651298,,39987651298,,,,,,17815876.96,,,,,101658902.6,,51541938241,57695883886,,4577405479,,,,,,1549650138,15948474.45,1533701664,,,,,38903492.33,495541374,238486308.9,,,,996705221.9,1235191531,,,,,,,,,,,,,,6800000000,,14696692015,,,3957003458,,,,,,,,,,775803359,,4732806817,19429498832,,9412085457,,,,17807583841,,,,3551104307,,,7495611450,,,38266385054,,38266385054,57695883886,定期报告,未审计,20090430,CNY,合并期末,2020-03-13T15:29:48
20081231,,2722801249,,,1925800,,,2700389459,1067592534,1632796925,,37362844.76,,,,,,,,,,23273378.04,23273378.04,207908887.5,,,,,,5693661618,,,,,,,5159294835,6672173774,68527789.15,,,,,48270482259,7720781993,40549700266,,47852412.35,47852412.35,,40549700266,,40549700266,,,,,,26087068.04,,,100000,,107850357,,52631586502,58325248120,,5590783288,,,,,,1145342518,182026095.8,963316422.2,41446780.95,,,,65963552.8,771091624.9,70699185.62,1392700,,,1043310755,1115402641,,,,,,,,,,,,,,,,8730030405,,6800000000,3955726333,,,,,,,,,,847470376.6,,11603196710,20333227115,,9412085457,,,,18168173106,,,,3586494236,,,6816814622,,,37983567420,8453584.71,37992021005,58325248120,定期报告,是,20100430,CNY,合并期末,2020-03-13T15:29:48
20080930,,1700816490,,,43620,,,6855402109,560500000,6294902109,,34716663.15,319150,,,,,,,,,2384540.53,2703690.53,205560652.7,,,,,,8799243225,,,,,,,6457734246,6143651535,,,,,,,,,,74892719.79,74892719.79,,40849301649,,40849301649,,,,,,17248091.99,,,,,16531900.15,,53559360142,62358603368,,6059112500,,,,,,4466855932,14836280.98,4452019651,,,,,43956273.32,1058744251,117911842.9,,,,529379480.3,647291323.2,,,,,,,,,,,,,,,,12275960279,,6800000000,3954449208,,,,,,,,,,1134464938,,11888914146,24164874425,,9412085457,,,,19088960456,,,,2769751368,,,6922931661,,,38193728942,,38193728942,62358603368,定期报告,未审计,20081031,CNY,合并期末,2020-03-13T15:29:48
20080630,,2151926272,,,,,,3487386812,1095500000,2391886812,,36659299.33,78922411.32,,,,,,,,,4615531.99,83537943.31,194274249.8,,,,,,5953784576,,,,,,,8058840163,5996088338,,,,,,47992422080,6690788771,41301633310,,83916438.17,83916438.17,,41301633310,,41301633310,,,,,,20936195.28,,,,,15209813.81,,55476624257,61430408834,,5542950000,,,,,,2388595821,18957847.84,2369637973,,,,,43451075.03,311488773.4,233209940.5,2793695205,,,411890951.2,3438796097,,,,,,,,,,,,,,,,11725281766,,6800000000,3953172083,,,,,,,,,,1531801417,,12284973500,24010255267,,9412085457,,,,20244253026,,,,2769751368,,,4994063716,,,37420153567,,37420153567,61430408834,定期报告,未审计,20080830,CNY,合并期末,2020-03-13T15:29:48
20080331,,2483974615,,,,,,1885127842,194000000,1691127842,,50683320.56,,,,,,,,,,55773234.49,55773234.49,188404359.6,,,,,,4663963372,,,,,,,8519102258,6060850874,,,,,,,,,,61436195.23,61436195.23,,41773429610,,41773429610,,,,,,22985970.44,,,,,14244726.33,,56452049634,61116013006,,7221647917,,,,,,970937032,24315112.26,946621919.7,,,,,37551977.18,142735176.2,225231578.1,,,,506273980.9,731505559,,,,,,,,,,,,,,,,9104377661,,6800000000,3951894958,,,,,,,,,,1642316941,,12394211899,21498589560,,9412085457,,,,20874903323,,,,2769751368,,,6560683298,,,39617423446,,39617423446,61116013006,定期报告,未审计,20080430,CNY,合并期末,2020-03-13T15:29:48
20071231,,2798395703,,,,,,1923407557,919000000,1004407557,,18928892.43,,,,,,,,,,3360683.83,3360683.83,180474066.2,,,,,,4924566902,,,,,,,10974113035,6070727789,,,,,,47985749216,5733041689,42252707527,,52473870.49,52473870.49,,42252707527,,42252707527,,,,,,25249421.36,,,,,14244726.33,,59389516369,64314083271,,8053813208,,,,,,484612161.2,15360505.97,469251655.2,,,,,39586877.22,902629961.6,128674807.6,,,,444848236,573523043.6,,,,,,,,,,,,,,,,10054165252,,6800000000,3950617833,,,,,,,,,,2256069635,,13006687469,23060852721,,9412085457,,,,22762314518,,,,2769751368,,,6309079207,,,41253230550,,41253230550,64314083271,定期报告,是,20090430,CNY,合并期末,2020-03-13T15:29:48
20070930,,4475322929,,,,,,4920216159,447058800,4473157359,,47496981.42,184390691.7,,,,,,,,,7286883.62,191677575.3,184799912.4,,,,,,9819513558,,,1201197148,,,,11880895127,5651029766,,,,,,,,,,107605132.3,107605132.3,,42626574632,,42626574632,,,,,,29522625.39,,,,,3272004.97,,61500096435,71319609993,,11014764271,,,,,,2878523934,413799389.6,2464724544,,,,,2642261.82,937441429.4,213649787.4,,,,491940316.8,705590104.1,,,,,,,,,,,,,,,,15538962000,,8500000000,3949341833,,,,,,,,,,2487157912,,14936499745,30475461745,,9412085457,,,,23203727527,,,,1695254791,,,6533080473,,,40844148248,,40844148248,71319609993,定期报告,未审计,20071026,CNY,合并期末,2020-03-13T15:29:48
20070630,,1470621993,,,,,,2988648329,790000000,2198648329,,39967427.94,1794864,,,,,,,,,708008289.7,709803153.7,179166609.8,,,,,,5388207514,,,,,,,8057966444,4709170242,,,,,,47873261487,4786963113,43086298374,,99676554.16,99676554.16,,43086298374,,43086298374,,,,,,30364871.99,,,,,3272004.97,,55986748491,61374956005,,11969832000,,,,,,2447759973,813570916.3,1634189057,,,,,2981295.34,876051494.1,29664722.22,,,,403736685.3,433401407.5,,,,,,,,,,,,,,,,15730026170,,8500000000,,,,,,,,,,,1531425741,,10031425741,25761451911,,9412085457,,,,20234124768,,,,1695254791,,,4272039078,,,35613504094,,35613504094,61374956005,更正或补充,未审计,20070731,CNY,合并期末,2020-03-13T15:29:48
20070331,,4193990640,,,,,,1873598139,146000000,1727598139,,30689179.2,,,,,,,,,,34893554.68,34893554.68,182415533.9,,,,,,6315587047,,,,,,,8372546415,1375291230,,,,,,,,,,87636807.77,87636807.77,,33031606910,,33031606910,,,,,,31102958.08,,,,,4316602.2,,42902500923,49218087970,,7035416667,,,,,,1724515610,811837069.9,912678540.4,,,,,2323480.14,555733427.5,159929218.3,,,,370255808.6,530185026.9,,,,,,,,,,,,,,,,9848174211,,8500000000,,,,,,,,,,,2024450323,,10524450323,20372624535,,8186737600,,,,14341775236,,,,1695256356,,,4621694244,,,28845463436,,28845463436,49218087970,定期报告,未审计,20070419,CNY,合并期末,2020-03-13T15:29:48
20061231,,2523168579,,,,,,1199355979,85000000,1114355979,,24380939.58,,,,,,,,,,15596876.75,15596876.75,175305547.5,,3726207.48,,,,3937807922,,,,,,,8862996640,1324011170,,,,,,37407017435,4005059183,33401958253,,72126681.08,72126681.08,,33401958253,,33401958253,,,,,,32667748.9,,,,,4316602.2,,43698077095,47635885018,,5766466667,,,,,,916513855.9,414610268.2,501903587.7,,,,,37472845.22,882001377.6,44972945,,,,317619981.4,362592926.4,6305811.35,,,,,,,,169825944.8,,,,,,3976466667,7965047672,,8500000000,,,,,,,,,,,2248998898,,10748998898,18714046569,,8186737600,,,,14813901209,,,,1695254791,,,4225944849,,,28921838449,,28921838449,47635885018,定期报告,是,20080426,CNY,合并期末,2020-03-13T15:29:48
20060930,,975456084.1,,,4472341.26,,,3535638818,608500000,2927138818,,208442461.4,,,,,,,,,,18114504.72,18114504.72,165439295.4,,8608730.14,,,,4916172235,,,,,,,,2292817115,,,,,,37211214592,3682049534,33529165058,,198218978.3,198218978.3,,33529165058,,33529165058,,,,,,23753715.05,,,,,,,36043954867,40960127102,,1580000000,,,,,,1985912800,6381405.79,1979531394,,,,,660334.57,1286694579,,,,,120786631,120786631,5924270.43,,,,,,,,259340127.5,,,,,,3944525000,9183843743,,8626798750,,,,,,,,,,,,,8626798750,17810642493,,8186737600,,,,10198460823,,,,1332581458,,,3431704729,,,23149484609,,23149484609,40960127102,定期报告,未审计,20061027,CNY,合并期末,2020-03-13T15:29:48
20060630,,732182682.2,,,,,,2860320120,940902593.7,1919417527,,189571144,,,,,,,,,,5063091.56,5063091.56,154032382.2,,13341176.34,,,,3954510597,,,,,,,,2189667861,,,,,,37162570904,3350392253,33812178651,,151473171.6,151473171.6,,33812178651,,33812178651,,,,,,24981744.15,,,,,,,36178301427,40132812024,,1080000000,,,,,,1845797758,,1845797758,,,,,,895876933,,,,,74387288.37,74387288.37,6578488.73,,,,,,,,262842787.1,,,,,2503600000,2953650000,9622733256,,8512431250,,,,,,,,,,,,,8512431250,18135164506,,8186737600,,,,10198460823,,,,1332581458,,,2279867638,,,21997647518,,21997647518,40132812024,定期报告,未审计,20060815,CNY,合并期末,2020-03-13T15:29:48
20060331,,743189937.8,,,200000000,,,2055051847,252546464.6,1802505383,,140277784.1,,,,,,,,,,5557953.24,5557953.24,160357514.1,,9956806.38,,,,3314391843,,,,,,,,2181283552,,,,,,37106662645,3019759349,34086903296,,174887413.3,174887413.3,,34086903296,,34086903296,,,,,,15231890.94,,,,,,,36458306153,39772697996,,880000000,,,,,,973944247.8,,973944247.8,,,,,35456.12,715501653.3,,,,,50607199.33,50607199.33,3515193.66,,,,,,,,254760685,,,,,2503960000,2930475000,8312799435,,8828509875,,,,,,,,,,,,,8828509875,17141309310,,8186737600,,,,10198460823,,,,1332581458,,,2913608805,,,22631388686,,22631388686,39772697996,定期报告,未审计,20060426,CNY,合并期末,2020-03-13T15:29:48
20051231,,670444364.7,,,266075900,,,1435459783,49686076.9,1385773706,,107207327,,,,,,,,,,3371702.46,3371702.46,152374732.7,,3623109.83,,,,2638556919,,,,,,,,2192577488,,,,,,37046767528,2689484932,34357282596,,153415670.1,153415670.1,,34357282596,,34357282596,,,,,,14974256.86,,,,,,,36718250011,39356806930,,80000000,,,,,,637508634.7,,637508634.7,,,,,20440698.65,1194541695,,,,,62161835.01,62161835.01,4669578.35,,,,,,,,254752829.5,,,,,5358474400,,7612549671,,9517299125,,,,,,,,,,,,,9517299125,17129848796,,8186737600,,,,10198460823,,,,1332581458,,,2509178253,,,22226958134,,22226958134,39356806930,定期报告,是,20070410,CNY,合并期末,2020-03-13T15:29:48
20050930,,1792298999,,,277000000,,,4545738461,687698381.7,3858040080,,103265076.2,,,,,,,89594863.01,,,6280301.56,6280301.56,167011549.5,,8256606.38,,,,6989445857,,,,,,,,2183427569,,,,,,36954841818,2368474498,34586367320,,168824461.4,168824461.4,,34586367320,,34586367320,,,,,,10772545.25,,,,,,,36949391896,43938837753,,80000000,,,,,,2556119644,,2556119644,191000,,,,8822447.25,1404427540,,,,,153425747.2,153425747.2,6893398.47,,,,,,,,262114640.6,,,,,,,4471994417,,18003740250,,,,,,,,,,,,,18003740250,22475734667,,8186737600,,,,10198460823,,,,765007311.3,,,2312897351,,,21463103085,,21463103085,43938837753,定期报告,未审计,20051028,CNY,合并期末,2020-03-13T15:29:48
20050630,,1852801547,,,310000000,,,3454685239,1344540616,2110144623,,106178753.3,,,,,,,149190943.1,,,22084351.09,22084351.09,165177526.3,,12907672.07,,,,6073026032,,,,,,,,2184891712,,,,,,36921170241,2040112765,34881057476,,126276224.3,126276224.3,,34881057476,,34881057476,,,,,,10510474.33,,,,,,,37202735887,43275761919,,80000000,,,,,,2236265960,,2236265960,191000,,,,8915958.06,1003702974,,,,,126152003.4,126152003.4,7537605.29,,,,,,,,267518009,,,,,,,3730283510,,17875917750,,,,,,,,,,,,,17875917750,21606201260,,7856000000,,,,10529198423,,,,765007311.3,,,2519354925,,,21669560659,,21669560659,43275761919,定期报告,未审计,20050813,CNY,合并期末,2020-03-13T15:29:48
20050331,,1695597050,,,703325300,,,2295582333,860400000,1435182333,,105342184.2,,,,,,,46510403.2,,,52233937.6,52233937.6,132217120,,1698253.51,,,,5032506582,,,,,,,,2178338299,,,,,,36872375168,1708419705,35163955463,,128263034.3,128263034.3,,35163955463,1404006.66,35165359470,,,,,,10747661.09,,,,,,,37482708464,42515215046,,80000000,,,,,,6210409100,,6210409100,191000,,,,9085403.59,624062635.4,,,,,78505514.88,78505514.88,2788495.92,,,,,,,,282548212.2,,,,,,,7287590362,,12980045150,,,,,,,,,,,,,12980045150,20267635512,,7856000000,,,,10529198423,,,,765007311.3,,,3097373800,,,22247579534,,22247579534,42515215046,定期报告,未审计,20050415,CNY,合并期末,2020-03-13T15:29:48
20041231,,2171222076,,,722451450,,,2059094641,621823329.8,1437271311,,85660345.84,,,,,,,72324402.11,,,25490718.23,25490718.23,78667739.3,,3217775.31,,,,5218129148,,,,,,,,2174984932,,,,,,27085412689,1470225122,25615187567,,115146471.6,115146471.6,,25615187567,,25615187567,,,,,,10797847.86,,,,,,,27916116819,33134245966,,160000000,,,,,,1198732941,,1198732941,191000,,,,29015671.72,1108824789,,,,,85030457.3,85030457.3,1645089.87,,,,,,,,282679382.2,,,,,,,2866119332,,8363135950,,,,,,,,,,,,,8363135950,11229255282,,7856000000,,,,10529198423,,,,765007311.3,,,2754784950,,,21904990685,,21904990685,33134245966,定期报告,是,20060328,CNY,合并期末,2020-03-13T15:29:48
20040930,,882816648.8,,,326007575,,,3640641792,830477669,2810164123,,84299586.34,,474295.89,,,,,49016333.2,,,45824123.93,46298419.82,57077100.34,,6095520.01,,,,5092252975,,,,,,,,2174105213,,,,,,26947982835,1227965012,25720017824,,111787518.9,111787518.9,,25720017824,,25720017824,,,,,,8599453.83,,,,,,,28014510009,33106762985,,160000000,,,,,,1745020513,,1745020513,,,,,28016115.39,1128325601,,,,,148154695.7,148154695.7,2975375.99,,,,,,,,297340351.7,,,,,,,3509832653,,8361460375,,,,,,,,,,,,,8361460375,11871293028,,7856000000,,,,10529198423,,,,248382776.5,,,2601888757,,,21235469957,,21235469957,33106762985,定期报告,未审计,20041022,CNY,合并期末,2020-03-13T15:29:48
20040630,,1280330766,,,416071650,,,3269077927,1469297411,1799780517,,84926090.75,,,,,,,63617749.07,,,24417015.93,24417015.93,35096537.32,,9626017.85,,,,5183163754,,,,,,,,171949177.4,,,,,,26914763674,991232508.6,25923531165,,76581675.28,76581675.28,,25923531165,,25923531165,,,,,,8636537.93,,,,,,,26180698556,31363862310,,160000000,,,,,,1337023568,,1337023568,,,,,24389143.15,767962426.6,,,,,145868033.1,145868033.1,3512269.3,,,,,,,,298050351.7,,,,,,,2736805792,,8361460375,,,,,,,,,,,,,8361460375,11098266167,,7856000000,,,,10529198423,,,,248382776.5,,,1632014944,,,20265596143,,20265596143,31363862310,定期报告,未审计,20040728,CNY,合并期末,2020-03-13T15:29:48
20040331,,1186069961,,,,,,2590113708,533979972.3,2056133735,,1571700,,,,,,,37312191.58,,,25315479.8,25315479.8,25762454.8,,1544927.73,,,,3867690422,,,,,,,,182622440.5,,,,,,26888668165,754682278.2,26133985887,,76155965.76,76155965.76,,26133985887,,26133985887,,,,,,8403902.05,,,,,,,26401168195,30268858618,,,,,,,,657987615.7,,657987615.7,,,,,6279332.56,360927774.3,,,,,53480120.26,53480120.26,2203468.03,,,,,,,,327052336.7,,,,,200352000,,1608282648,,8362606413,,,,,,,,,,,,,8362606413,9970889060,,7856000000,,,,10529198423,,,,248382776.5,,,703649018.2,960739339.8,,20297969557,7856000000,28153969557,38124858618,定期报告,未审计,20040412,CNY,合并期末,2020-03-13T15:29:48
20031231,,1080721657,,,291813560,,,1542451088,408463772.5,1133987315,,7448281,,4990722.19,,,,,43191401.88,,,9239348.42,14230070.61,30377907.22,,3212466.66,,,,3013446432,,,,,,,,179898241.5,,,,,,26877385457,517735459.6,26359649998,,55053605.36,55053605.36,,26359649998,,26359649998,,,,,,8510199.52,,,,,,,26603112044,29616558476,,50000000,,,,,,302176067.3,,302176067.3,,,,,32778777.13,461496610.7,,,,,78087212.8,78087212.8,2599059.33,,,,,,,,301539313.7,,,,,200352000,,1429029041,,8360767263,,,,,,,,,,,,,8360767263,9789796303,,7856000000,,,,10529198423,,,,248382776.5,,,1193180973,960739339.8,,19826762173,,19826762173,29616558476,定期报告,是,20050329,CNY,合并期末,2020-03-13T15:29:48
20030630,,583011500.7,,,,,,797910008.4,154900000,643010008.4,,13888990.31,,,,,,,,,,13743690.82,13743690.82,26488412.02,,6072958.09,,,,1441115560,,,,,,,,176573137.9,,,,,,7907591987,184775675.6,7722816312,,176008189.7,176008189.7,,7722816312,,7722816312,,,,,,,,,,,,,8075397639,9516513200,,50000000,,,,,,2442747.82,2442747.82,,,,,,6687615.7,101015949.6,,253699339.8,,,36957286.87,290656626.6,1135127.7,,,,,,,,308635360.4,,,,,200320000,,960893427.9,,,,,,,,,,,,,,,0,960893427.9,,5530000000,,,,2969660944,,,,55958827.46,,,,,,8555619772,,8555619772,9516513200,招股说明书/意向书,是,20031028,CNY,合并期末,2020-03-13T15:29:48
20021231,,1098644089,,,,,,704327755.6,195271000,509056755.6,,12326407.17,9545700,1391500,,,,,,,,7994126.26,18931326.26,33761826.5,,2102683.38,,,,1870094088,,,,,,,,169322250.9,,,,,,7858022353,40135446.87,7817886906,,54554072.43,54554072.43,,7817886906,,7817886906,,,,,,,,,,,,,8041763229,9911857317,,165000000,,,,,,5861728.77,,5861728.77,,,,,8030227.22,113806412.9,,19511406.11,,,85560120.58,85560120.58,364288.39,,,,,,,,308829322.9,,,,,,,687452100.8,,701232000,,,,,,,,,,,4554,,701236554,1388688655,,5530000000,,,,2969660944,,,,3996312.09,,,19511406.11,,,8523168662,,8523168662,9911857317,定期报告,是,20040331,CNY,合并期末,2020-03-13T15:29:48
